date,result,slot 1,slot 2,slot 3,slot 4,slot 5,slot 6,sorted1,sorted2,sorted3,sorted4,sorted5,sorted6
9/18/2010,34-30-24-11-07-23,34,30,24,11,7,23,7,11,23,24,30,34
9/21/2010,12-42-37-20-22-16,12,42,37,20,22,16,12,16,20,22,37,42
9/23/2010,36-08-12-13-06-17,36,8,12,13,6,17,6,8,12,13,17,36
9/25/2010,12-28-29-26-19-40,12,28,29,26,19,40,12,19,26,28,29,40
9/28/2010,01-19-22-40-07-18,1,19,22,40,7,18,1,7,18,19,22,40
9/30/2010,35-16-20-29-19-28,35,16,20,29,19,28,16,19,20,28,29,35
10/2/2010,19-34-41-14-30-32,19,34,41,14,30,32,14,19,30,32,34,41
10/5/2010,11-06-12-17-42-32,11,6,12,17,42,32,6,11,12,17,32,42
10/7/2010,38-30-11-21-20-36,38,30,11,21,20,36,11,20,21,30,36,38
10/9/2010,11-08-34-32-01-35,11,8,34,32,1,35,1,8,11,32,34,35
10/12/2010,36-37-41-39-02-21,36,37,41,39,2,21,2,21,36,37,39,41
10/14/2010,07-39-12-42-27-23,7,39,12,42,27,23,7,12,23,27,39,42
10/16/2010,08-03-29-01-22-24,8,3,29,1,22,24,1,3,8,22,24,29
10/19/2010,19-10-15-12-21-06,19,10,15,12,21,6,6,10,12,15,19,21
10/21/2010,13-10-28-03-14-35,13,10,28,3,14,35,3,10,13,14,28,35
10/23/2010,38-28-04-07-42-34,38,28,4,7,42,34,4,7,28,34,38,42
10/26/2010,24-21-12-13-34-20,24,21,12,13,34,20,12,13,20,21,24,34
10/28/2010,12-03-34-27-08-32,12,3,34,27,8,32,3,8,12,27,32,34
10/30/2010,42-29-11-40-15-33,42,29,11,40,15,33,11,15,29,33,40,42
11/2/2010,34-22-10-19-03-11,34,22,10,19,3,11,3,10,11,19,22,34
11/4/2010,22-17-39-02-38-04,22,17,39,2,38,4,2,4,17,22,38,39
11/6/2010,08-09-16-12-02-03,8,9,16,12,2,3,2,3,8,9,12,16
11/9/2010,09-32-04-27-15-25,9,32,4,27,15,25,4,9,15,25,27,32
11/11/2010,30-11-37-12-36-41,30,11,37,12,36,41,11,12,30,36,37,41
11/13/2010,31-05-34-03-02-15,31,5,34,3,2,15,2,3,5,15,31,34
11/16/2010,14-12-36-27-04-29,14,12,36,27,4,29,4,12,14,27,29,36
11/18/2010,04-13-32-29-20-37,4,13,32,29,20,37,4,13,20,29,32,37
11/20/2010,04-12-26-02-42-28,4,12,26,2,42,28,2,4,12,26,28,42
11/25/2010,28-26-25-19-36-42,28,26,25,19,36,42,19,25,26,28,36,42
11/27/2010,16-07-17-34-37-12,16,7,17,34,37,12,7,12,16,17,34,37
11/30/2010,15-14-11-21-29-03,15,14,11,21,29,3,3,11,14,15,21,29
12/2/2010,16-29-42-15-30-20,16,29,42,15,30,20,15,16,20,29,30,42
12/4/2010,41-16-18-25-07-06,41,16,18,25,7,6,6,7,16,18,25,41
12/7/2010,19-21-18-25-27-41,19,21,18,25,27,41,18,19,21,25,27,41
12/9/2010,41-05-33-20-11-16,41,5,33,20,11,16,5,11,16,20,33,41
12/11/2010,22-24-38-15-32-14,22,24,38,15,32,14,14,15,22,24,32,38
12/14/2010,08-37-15-22-34-23,8,37,15,22,34,23,8,15,22,23,34,37
12/16/2010,06-15-33-19-17-23,6,15,33,19,17,23,6,15,17,19,23,33
12/18/2010,29-11-15-19-21-32,29,11,15,19,21,32,11,15,19,21,29,32
12/21/2010,35-34-13-24-05-11,35,34,13,24,5,11,5,11,13,24,34,35
12/23/2010,37-09-39-18-17-22,37,9,39,18,17,22,9,17,18,22,37,39
12/28/2010,29-20-41-26-10-05,29,20,41,26,10,5,5,10,20,26,29,41
12/30/2010,14-36-24-02-17-20,14,36,24,2,17,20,2,14,17,20,24,36
1/4/2011,03-28-30-04-42-16,3,28,30,4,42,16,3,4,16,28,30,42
1/6/2011,22-41-19-29-31-11,22,41,19,29,31,11,11,19,22,29,31,41
1/8/2011,03-12-22-33-32-25,3,12,22,33,32,25,3,12,22,25,32,33
1/11/2011,06-17-30-07-42-13,6,17,30,7,42,13,6,7,13,17,30,42
1/13/2011,21-14-32-33-08-17,21,14,32,33,8,17,8,14,17,21,32,33
1/15/2011,06-02-08-38-42-32,6,2,8,38,42,32,2,6,8,32,38,42
1/18/2011,18-23-34-17-27-26,18,23,34,17,27,26,17,18,23,26,27,34
1/20/2011,25-02-05-11-21-31,25,2,5,11,21,31,2,5,11,21,25,31
1/22/2011,18-10-02-25-36-03,18,10,2,25,36,3,2,3,10,18,25,36
1/25/2011,19-32-22-06-24-35,19,32,22,6,24,35,6,19,22,24,32,35
1/27/2011,35-36-29-18-08-20,35,36,29,18,8,20,8,18,20,29,35,36
1/29/2011,35-17-29-01-19-33,35,17,29,1,19,33,1,17,19,29,33,35
2/1/2011,23-30-39-07-42-25,23,30,39,7,42,25,7,23,25,30,39,42
2/3/2011,11-26-09-04-17-36,11,26,9,4,17,36,4,9,11,17,26,36
2/5/2011,25-26-39-16-20-37,25,26,39,16,20,37,16,20,25,26,37,39
2/8/2011,02-34-39-32-33-30,2,34,39,32,33,30,2,30,32,33,34,39
2/10/2011,26-25-27-32-41-05,26,25,27,32,41,5,5,25,26,27,32,41
2/12/2011,10-29-23-28-21-12,10,29,23,28,21,12,10,12,21,23,28,29
2/15/2011,37-15-34-33-41-08,37,15,34,33,41,8,8,15,33,34,37,41
2/17/2011,25-13-21-24-36-19,25,13,21,24,36,19,13,19,21,24,25,36
2/19/2011,03-39-13-36-31-20,3,39,13,36,31,20,3,13,20,31,36,39
2/22/2011,30-35-14-41-04-18,30,35,14,41,4,18,4,14,18,30,35,41
2/24/2011,31-26-39-15-36-27,31,26,39,15,36,27,15,26,27,31,36,39
2/26/2011,11-24-13-07-34-30,11,24,13,7,34,30,7,11,13,24,30,34
3/1/2011,20-35-38-32-15-19,20,35,38,32,15,19,15,19,20,32,35,38
3/3/2011,03-04-33-20-37-06,3,4,33,20,37,6,3,4,6,20,33,37
3/5/2011,01-07-38-34-22-23,1,7,38,34,22,23,1,7,22,23,34,38
3/8/2011,24-39-05-09-21-03,24,39,5,9,21,3,3,5,9,21,24,39
3/10/2011,42-21-31-06-29-18,42,21,31,6,29,18,6,18,21,29,31,42
3/12/2011,17-19-10-13-12-42,17,19,10,13,12,42,10,12,13,17,19,42
3/15/2011,05-21-42-11-08-27,5,21,42,11,8,27,5,8,11,21,27,42
3/17/2011,27-21-37-15-04-35,27,21,37,15,4,35,4,15,21,27,35,37
3/19/2011,23-10-31-40-19-33,23,10,31,40,19,33,10,19,23,31,33,40
3/22/2011,29-20-21-15-34-14,29,20,21,15,34,14,14,15,20,21,29,34
3/24/2011,12-04-26-42-28-37,12,4,26,42,28,37,4,12,26,28,37,42
3/26/2011,22-15-23-20-07-40,22,15,23,20,7,40,7,15,20,22,23,40
3/29/2011,39-38-25-12-21-08,39,38,25,12,21,8,8,12,21,25,38,39
3/31/2011,05-30-23-16-40-08,5,30,23,16,40,8,5,8,16,23,30,40
4/2/2011,27-40-32-30-16-07,27,40,32,30,16,7,7,16,27,30,32,40
4/5/2011,39-02-09-05-03-35,39,2,9,5,3,35,2,3,5,9,35,39
4/7/2011,37-06-15-01-35-02,37,6,15,1,35,2,1,2,6,15,35,37
4/9/2011,12-36-14-10-40-05,12,36,14,10,40,5,5,10,12,14,36,40
4/12/2011,02-41-39-29-11-27,2,41,39,29,11,27,2,11,27,29,39,41
4/14/2011,06-40-41-24-15-34,6,40,41,24,15,34,6,15,24,34,40,41
4/16/2011,10-29-04-08-24-27,10,29,4,8,24,27,4,8,10,24,27,29
4/19/2011,23-17-16-38-24-22,23,17,16,38,24,22,16,17,22,23,24,38
4/26/2011,34-35-19-06-25-39,34,35,19,6,25,39,6,19,25,34,35,39
4/28/2011,21-42-33-34-12-03,21,42,33,34,12,3,3,12,21,33,34,42
4/30/2011,33-41-08-26-06-23,33,41,8,26,6,23,6,8,23,26,33,41
5/3/2011,42-12-37-41-32-21,42,12,37,41,32,21,12,21,32,37,41,42
5/5/2011,16-31-37-33-40-26,16,31,37,33,40,26,16,26,31,33,37,40
5/7/2011,05-10-19-14-15-23,5,10,19,14,15,23,5,10,14,15,19,23
5/10/2011,14-38-22-37-07-01,14,38,22,37,7,1,1,7,14,22,37,38
5/12/2011,03-26-36-11-40-13,3,26,36,11,40,13,3,11,13,26,36,40
5/14/2011,05-07-12-15-26-34,5,7,12,15,26,34,5,7,12,15,26,34
5/17/2011,19-21-32-29-07-30,19,21,32,29,7,30,7,19,21,29,30,32
5/19/2011,03-26-18-30-07-16,3,26,18,30,7,16,3,7,16,18,26,30
5/21/2011,27-42-29-35-28-06,27,42,29,35,28,6,6,27,28,29,35,42
5/24/2011,14-35-01-16-36-20,14,35,1,16,36,20,1,14,16,20,35,36
5/26/2011,05-41-32-21-23-10,5,41,32,21,23,10,5,10,21,23,32,41
5/28/2011,15-16-40-34-12-23,15,16,40,34,12,23,12,15,16,23,34,40
5/31/2011,08-19-07-42-31-13,8,19,7,42,31,13,7,8,13,19,31,42
6/2/2011,36-26-18-40-13-35,36,26,18,40,13,35,13,18,26,35,36,40
6/4/2011,01-27-39-37-12-05,1,27,39,37,12,5,1,5,12,27,37,39
6/7/2011,30-26-35-19-36-05,30,26,35,19,36,5,5,19,26,30,35,36
6/9/2011,40-03-36-37-32-38,40,3,36,37,32,38,3,32,36,37,38,40
6/11/2011,28-04-35-25-42-26,28,4,35,25,42,26,4,25,26,28,35,42
6/14/2011,15-39-06-19-22-34,15,39,6,19,22,34,6,15,19,22,34,39
6/16/2011,39-13-32-14-35-04,39,13,32,14,35,4,4,13,14,32,35,39
6/18/2011,03-25-40-34-06-13,3,25,40,34,6,13,3,6,13,25,34,40
6/21/2011,37-24-41-42-04-18,37,24,41,42,4,18,4,18,24,37,41,42
6/23/2011,14-30-07-13-42-29,14,30,7,13,42,29,7,13,14,29,30,42
6/25/2011,16-07-28-08-17-26,16,7,28,8,17,26,7,8,16,17,26,28
6/28/2011,04-20-29-17-33-22,4,20,29,17,33,22,4,17,20,22,29,33
6/30/2011,42-12-04-11-40-06,42,12,4,11,40,6,4,6,11,12,40,42
7/2/2011,07-38-09-21-04-03,7,38,9,21,4,3,3,4,7,9,21,38
7/5/2011,08-42-13-26-30-15,8,42,13,26,30,15,8,13,15,26,30,42
7/7/2011,30-34-07-03-04-29,30,34,7,3,4,29,3,4,7,29,30,34
7/9/2011,08-09-23-35-36-26,8,9,23,35,36,26,8,9,23,26,35,36
7/12/2011,01-39-32-42-05-26,1,39,32,42,5,26,1,5,26,32,39,42
7/14/2011,24-15-14-34-18-06,24,15,14,34,18,6,6,14,15,18,24,34
7/16/2011,39-30-35-32-12-42,39,30,35,32,12,42,12,30,32,35,39,42
7/19/2011,32-35-01-23-19-25,32,35,1,23,19,25,1,19,23,25,32,35
7/21/2011,04-15-27-12-03-02,4,15,27,12,3,2,2,3,4,12,15,27
7/23/2011,24-32-01-28-37-29,24,32,1,28,37,29,1,24,28,29,32,37
7/26/2011,21-20-09-08-17-37,21,20,9,8,17,37,8,9,17,20,21,37
7/28/2011,06-19-28-33-01-07,6,19,28,33,1,7,1,6,7,19,28,33
7/30/2011,03-15-25-19-38-23,3,15,25,19,38,23,3,15,19,23,25,38
8/2/2011,37-05-39-23-38-19,37,5,39,23,38,19,5,19,23,37,38,39
8/4/2011,20-02-09-32-26-23,20,2,9,32,26,23,2,9,20,23,26,32
8/6/2011,15-16-03-08-35-38,15,16,3,8,35,38,3,8,15,16,35,38
8/9/2011,01-42-39-16-03-23,1,42,39,16,3,23,1,3,16,23,39,42
8/11/2011,22-05-03-01-39-30,22,5,3,1,39,30,1,3,5,22,30,39
8/13/2011,09-01-25-05-15-06,9,1,25,5,15,6,1,5,6,9,15,25
8/16/2011,21-02-28-10-24-09,21,2,28,10,24,9,2,9,10,21,24,28
8/18/2011,41-02-37-06-22-03,41,2,37,6,22,3,2,3,6,22,37,41
8/20/2011,13-24-12-14-34-37,13,24,12,14,34,37,12,13,14,24,34,37
8/23/2011,13-23-25-21-37-28,13,23,25,21,37,28,13,21,23,25,28,37
8/25/2011,16-15-36-41-30-17,16,15,36,41,30,17,15,16,17,30,36,41
8/27/2011,05-02-04-34-19-31,5,2,4,34,19,31,2,4,5,19,31,34
8/30/2011,12-29-38-27-30-07,12,29,38,27,30,7,7,12,27,29,30,38
9/1/2011,10-39-06-01-02-14,10,39,6,1,2,14,1,2,6,10,14,39
9/3/2011,42-13-10-32-30-24,42,13,10,32,30,24,10,13,24,30,32,42
9/6/2011,38-29-17-16-06-28,38,29,17,16,6,28,6,16,17,28,29,38
9/8/2011,15-09-10-06-05-42,15,9,10,6,5,42,5,6,9,10,15,42
9/10/2011,07-33-11-06-17-22,7,33,11,6,17,22,6,7,11,17,22,33
9/13/2011,05-42-17-07-01-11,5,42,17,7,1,11,1,5,7,11,17,42
9/15/2011,10-36-39-20-05-40,10,36,39,20,5,40,5,10,20,36,39,40
9/17/2011,23-03-27-26-19-15,23,3,27,26,19,15,3,15,19,23,26,27
9/20/2011,37-14-09-12-30-39,37,14,9,12,30,39,9,12,14,30,37,39
9/22/2011,03-40-04-08-23-28,3,40,4,8,23,28,3,4,8,23,28,40
9/24/2011,10-12-15-02-04-31,10,12,15,2,4,31,2,4,10,12,15,31
9/27/2011,36-20-27-39-35-38,36,20,27,39,35,38,20,27,35,36,38,39
9/29/2011,08-32-28-42-20-03,8,32,28,42,20,3,3,8,20,28,32,42
10/1/2011,42-04-25-33-34-27,42,4,25,33,34,27,4,25,27,33,34,42
10/4/2011,21-27-42-10-41-33,21,27,42,10,41,33,10,21,27,33,41,42
10/6/2011,02-36-23-25-22-37,2,36,23,25,22,37,2,22,23,25,36,37
10/8/2011,12-26-09-38-40-29,12,26,9,38,40,29,9,12,26,29,38,40
10/11/2011,08-19-32-27-06-16,8,19,32,27,6,16,6,8,16,19,27,32
10/13/2011,16-01-04-31-15-02,16,1,4,31,15,2,1,2,4,15,16,31
10/15/2011,33-21-40-28-12-02,33,21,40,28,12,2,2,12,21,28,33,40
10/18/2011,40-18-38-31-17-12,40,18,38,31,17,12,12,17,18,31,38,40
10/20/2011,36-26-18-24-39-33,36,26,18,24,39,33,18,24,26,33,36,39
10/22/2011,36-20-33-39-10-01,36,20,33,39,10,1,1,10,20,33,36,39
10/25/2011,12-41-06-26-04-31,12,41,6,26,4,31,4,6,12,26,31,41
10/27/2011,10-16-24-25-14-12,10,16,24,25,14,12,10,12,14,16,24,25
10/29/2011,37-17-15-34-06-12,37,17,15,34,6,12,6,12,15,17,34,37
11/1/2011,18-21-26-33-10-28,18,21,26,33,10,28,10,18,21,26,28,33
11/3/2011,19-42-29-31-14-26,19,42,29,31,14,26,14,19,26,29,31,42
11/5/2011,15-01-11-38-31-37,15,1,11,38,31,37,1,11,15,31,37,38
11/8/2011,04-01-36-14-15-39,4,1,36,14,15,39,1,4,14,15,36,39
11/10/2011,20-27-39-17-32-42,20,27,39,17,32,42,17,20,27,32,39,42
11/12/2011,07-06-03-01-40-08,7,6,3,1,40,8,1,3,6,7,8,40
11/15/2011,24-12-23-05-35-32,24,12,23,5,35,32,5,12,23,24,32,35
11/17/2011,20-24-06-22-08-14,20,24,6,22,8,14,6,8,14,20,22,24
11/19/2011,05-23-22-04-18-13,5,23,22,4,18,13,4,5,13,18,22,23
11/22/2011,40-10-06-15-05-39,40,10,6,15,5,39,5,6,10,15,39,40
11/24/2011,24-41-02-05-39-15,24,41,2,5,39,15,2,5,15,24,39,41
11/26/2011,14-15-22-05-08-36,14,15,22,5,8,36,5,8,14,15,22,36
11/29/2011,41-10-25-27-32-30,41,10,25,27,32,30,10,25,27,30,32,41
12/1/2011,34-36-39-11-22-40,34,36,39,11,22,40,11,22,34,36,39,40
12/3/2011,20-24-02-27-01-18,20,24,2,27,1,18,1,2,18,20,24,27
12/6/2011,02-16-39-10-28-17,2,16,39,10,28,17,2,10,16,17,28,39
12/8/2011,06-13-20-25-02-36,6,13,20,25,2,36,2,6,13,20,25,36
12/10/2011,03-05-27-11-39-22,3,5,27,11,39,22,3,5,11,22,27,39
12/13/2011,20-42-28-11-13-37,20,42,28,11,13,37,11,13,20,28,37,42
12/15/2011,14-35-27-07-09-41,14,35,27,7,9,41,7,9,14,27,35,41
12/17/2011,38-13-10-27-01-09,38,13,10,27,1,9,1,9,10,13,27,38
12/20/2011,16-39-36-07-18-04,16,39,36,7,18,4,4,7,16,18,36,39
12/22/2011,13-27-37-08-31-35,13,27,37,8,31,35,8,13,27,31,35,37
12/24/2011,15-17-13-16-01-24,15,17,13,16,1,24,1,13,15,16,17,24
12/27/2011,35-34-04-23-18-39,35,34,4,23,18,39,4,18,23,34,35,39
12/29/2011,28-02-24-17-05-06,28,2,24,17,5,6,2,5,6,17,24,28
12/31/2011,25-28-30-03-15-37,25,28,30,3,15,37,3,15,25,28,30,37
1/3/2012,13-01-31-17-21-38,13,1,31,17,21,38,1,13,17,21,31,38
1/5/2012,26-22-05-42-16-41,26,22,5,42,16,41,5,16,22,26,41,42
1/7/2012,06-17-13-28-25-38,6,17,13,28,25,38,6,13,17,25,28,38
1/10/2012,06-33-24-09-04-16,6,33,24,9,4,16,4,6,9,16,24,33
1/12/2012,24-23-18-01-36-12,24,23,18,1,36,12,1,12,18,23,24,36
1/14/2012,39-42-28-34-01-04,39,42,28,34,1,4,1,4,28,34,39,42
1/17/2012,14-34-19-39-41-01,14,34,19,39,41,1,1,14,19,34,39,41
1/19/2012,11-10-34-13-17-28,11,10,34,13,17,28,10,11,13,17,28,34
1/21/2012,31-15-30-26-19-27,31,15,30,26,19,27,15,19,26,27,30,31
1/24/2012,28-30-16-21-15-26,28,30,16,21,15,26,15,16,21,26,28,30
1/26/2012,17-35-21-10-32-42,17,35,21,10,32,42,10,17,21,32,35,42
1/28/2012,37-05-27-33-40-02,37,5,27,33,40,2,2,5,27,33,37,40
1/31/2012,18-36-38-05-28-02,18,36,38,5,28,2,2,5,18,28,36,38
2/2/2012,10-38-05-18-31-01,10,38,5,18,31,1,1,5,10,18,31,38
2/4/2012,02-23-19-39-26-05,2,23,19,39,26,5,2,5,19,23,26,39
2/7/2012,29-25-09-22-11-08,29,25,9,22,11,8,8,9,11,22,25,29
2/9/2012,35-14-19-07-27-32,35,14,19,7,27,32,7,14,19,27,32,35
2/11/2012,38-01-23-25-06-17,38,1,23,25,6,17,1,6,17,23,25,38
2/14/2012,20-30-23-34-14-39,20,30,23,34,14,39,14,20,23,30,34,39
2/16/2012,31-23-25-22-42-04,31,23,25,22,42,4,4,22,23,25,31,42
2/18/2012,02-41-17-40-21-01,2,41,17,40,21,1,1,2,17,21,40,41
2/21/2012,02-27-17-35-41-13,2,27,17,35,41,13,2,13,17,27,35,41
2/23/2012,31-10-25-22-30-06,31,10,25,22,30,6,6,10,22,25,30,31
2/25/2012,10-04-12-17-40-27,10,4,12,17,40,27,4,10,12,17,27,40
2/28/2012,20-41-04-08-11-07,20,41,4,8,11,7,4,7,8,11,20,41
3/1/2012,37-02-03-33-08-18,37,2,3,33,8,18,2,3,8,18,33,37
3/3/2012,41-23-33-22-05-42,41,23,33,22,5,42,5,22,23,33,41,42
3/6/2012,39-32-34-03-08-30,39,32,34,3,8,30,3,8,30,32,34,39
3/8/2012,12-04-17-22-23-42,12,4,17,22,23,42,4,12,17,22,23,42
3/10/2012,32-28-39-26-37-42,32,28,39,26,37,42,26,28,32,37,39,42
3/13/2012,20-40-12-04-09-30,20,40,12,4,9,30,4,9,12,20,30,40
3/15/2012,35-06-04-21-15-32,35,6,4,21,15,32,4,6,15,21,32,35
3/17/2012,18-20-42-13-24-39,18,20,42,13,24,39,13,18,20,24,39,42
3/20/2012,21-13-18-01-37-02,21,13,18,1,37,2,1,2,13,18,21,37
3/22/2012,24-01-28-03-14-27,24,1,28,3,14,27,1,3,14,24,27,28
3/24/2012,04-15-05-30-11-42,4,15,5,30,11,42,4,5,11,15,30,42
3/27/2012,27-02-19-22-06-35,27,2,19,22,6,35,2,6,19,22,27,35
3/29/2012,27-23-33-03-29-30,27,23,33,3,29,30,3,23,27,29,30,33
3/31/2012,30-08-22-01-17-23,30,8,22,1,17,23,1,8,17,22,23,30
4/3/2012,38-19-06-05-40-18,38,19,6,5,40,18,5,6,18,19,38,40
4/10/2012,17-23-12-15-22-03,17,23,12,15,22,3,3,12,15,17,22,23
4/12/2012,08-34-35-29-05-26,8,34,35,29,5,26,5,8,26,29,34,35
4/14/2012,14-02-06-31-03-26,14,2,6,31,3,26,2,3,6,14,26,31
4/17/2012,01-17-38-24-22-30,1,17,38,24,22,30,1,17,22,24,30,38
4/19/2012,34-23-33-31-02-39,34,23,33,31,2,39,2,23,31,33,34,39
4/21/2012,12-09-19-35-24-14,12,9,19,35,24,14,9,12,14,19,24,35
4/24/2012,04-10-24-13-37-01,4,10,24,13,37,1,1,4,10,13,24,37
4/26/2012,24-18-19-11-33-42,24,18,19,11,33,42,11,18,19,24,33,42
4/28/2012,07-09-03-11-31-17,7,9,3,11,31,17,3,7,9,11,17,31
5/1/2012,19-15-13-02-41-25,19,15,13,2,41,25,2,13,15,19,25,41
5/3/2012,06-09-11-20-30-13,6,9,11,20,30,13,6,9,11,13,20,30
5/5/2012,32-21-26-36-12-13,32,21,26,36,12,13,12,13,21,26,32,36
5/8/2012,22-16-21-38-42-12,22,16,21,38,42,12,12,16,21,22,38,42
5/10/2012,18-24-29-14-28-08,18,24,29,14,28,8,8,14,18,24,28,29
5/12/2012,06-27-36-22-28-14,6,27,36,22,28,14,6,14,22,27,28,36
5/15/2012,08-15-30-35-31-02,8,15,30,35,31,2,2,8,15,30,31,35
5/17/2012,08-33-05-39-06-24,8,33,5,39,6,24,5,6,8,24,33,39
5/19/2012,40-26-15-37-24-32,40,26,15,37,24,32,15,24,26,32,37,40
5/22/2012,13-37-27-26-29-16,13,37,27,26,29,16,13,16,26,27,29,37
5/24/2012,10-32-06-20-35-37,10,32,6,20,35,37,6,10,20,32,35,37
5/26/2012,11-41-07-09-10-01,11,41,7,9,10,1,1,7,9,10,11,41
5/29/2012,35-23-36-18-39-32,35,23,36,18,39,32,18,23,32,35,36,39
5/31/2012,19-30-16-11-14-08,19,30,16,11,14,8,8,11,14,16,19,30
6/2/2012,31-02-20-13-27-06,31,2,20,13,27,6,2,6,13,20,27,31
6/5/2012,20-33-28-13-31-29,20,33,28,13,31,29,13,20,28,29,31,33
6/7/2012,06-10-21-30-22-33,6,10,21,30,22,33,6,10,21,22,30,33
6/9/2012,41-17-29-30-33-18,41,17,29,30,33,18,17,18,29,30,33,41
6/12/2012,06-27-09-36-16-23,6,27,9,36,16,23,6,9,16,23,27,36
6/14/2012,37-20-02-30-22-35,37,20,2,30,22,35,2,20,22,30,35,37
6/16/2012,04-39-09-13-34-18,4,39,9,13,34,18,4,9,13,18,34,39
6/19/2012,15-08-02-33-09-42,15,8,2,33,9,42,2,8,9,15,33,42
6/21/2012,23-13-19-20-42-34,23,13,19,20,42,34,13,19,20,23,34,42
6/23/2012,32-27-03-04-28-16,32,27,3,4,28,16,3,4,16,27,28,32
6/26/2012,11-10-14-21-03-22,11,10,14,21,3,22,3,10,11,14,21,22
6/28/2012,10-14-30-05-25-13,10,14,30,5,25,13,5,10,13,14,25,30
6/30/2012,04-29-31-37-03-39,4,29,31,37,3,39,3,4,29,31,37,39
7/3/2012,18-05-27-23-10-22,18,5,27,23,10,22,5,10,18,22,23,27
7/5/2012,33-40-04-21-26-20,33,40,4,21,26,20,4,20,21,26,33,40
7/7/2012,42-23-40-33-03-11,42,23,40,33,3,11,3,11,23,33,40,42
7/10/2012,14-08-18-30-34-20,14,8,18,30,34,20,8,14,18,20,30,34
7/12/2012,22-17-01-13-32-06,22,17,1,13,32,6,1,6,13,17,22,32
7/14/2012,14-18-22-23-13-29,14,18,22,23,13,29,13,14,18,22,23,29
7/17/2012,22-19-07-08-23-28,22,19,7,8,23,28,7,8,19,22,23,28
7/19/2012,06-37-16-35-12-21,6,37,16,35,12,21,6,12,16,21,35,37
7/21/2012,29-02-41-32-19-26,29,2,41,32,19,26,2,19,26,29,32,41
7/24/2012,32-34-26-17-15-28,32,34,26,17,15,28,15,17,26,28,32,34
7/26/2012,23-28-25-15-21-14,23,28,25,15,21,14,14,15,21,23,25,28
7/28/2012,03-31-34-10-05-02,3,31,34,10,5,2,2,3,5,10,31,34
7/31/2012,29-04-28-41-02-01,29,4,28,41,2,1,1,2,4,28,29,41
8/2/2012,32-06-01-38-20-10,32,6,1,38,20,10,1,6,10,20,32,38
8/4/2012,33-28-15-19-30-23,33,28,15,19,30,23,15,19,23,28,30,33
8/7/2012,20-04-15-39-41-35,20,4,15,39,41,35,4,15,20,35,39,41
8/9/2012,42-14-41-22-25-33,42,14,41,22,25,33,14,22,25,33,41,42
8/11/2012,38-10-23-15-19-42,38,10,23,15,19,42,10,15,19,23,38,42
8/14/2012,12-21-07-24-16-42,12,21,7,24,16,42,7,12,16,21,24,42
8/16/2012,05-06-24-39-37-22,5,6,24,39,37,22,5,6,22,24,37,39
8/18/2012,21-41-36-26-27-24,21,41,36,26,27,24,21,24,26,27,36,41
8/21/2012,24-17-18-33-35-04,24,17,18,33,35,4,4,17,18,24,33,35
8/23/2012,24-26-17-25-02-22,24,26,17,25,2,22,2,17,22,24,25,26
8/25/2012,16-23-04-02-35-11,16,23,4,2,35,11,2,4,11,16,23,35
8/28/2012,12-29-27-11-04-09,12,29,27,11,4,9,4,9,11,12,27,29
8/30/2012,19-12-32-27-07-35,19,12,32,27,7,35,7,12,19,27,32,35
9/1/2012,18-33-16-28-42-09,18,33,16,28,42,9,9,16,18,28,33,42
9/4/2012,03-30-19-39-20-07,3,30,19,39,20,7,3,7,19,20,30,39
9/6/2012,19-06-21-29-33-37,19,6,21,29,33,37,6,19,21,29,33,37
9/8/2012,25-35-03-07-27-24,25,35,3,7,27,24,3,7,24,25,27,35
9/11/2012,08-16-42-12-14-15,8,16,42,12,14,15,8,12,14,15,16,42
9/13/2012,09-19-08-42-28-38,9,19,8,42,28,38,8,9,19,28,38,42
9/15/2012,03-25-28-07-16-38,3,25,28,7,16,38,3,7,16,25,28,38
9/18/2012,39-13-24-34-06-40,39,13,24,34,6,40,6,13,24,34,39,40
9/20/2012,31-27-37-40-19-30,31,27,37,40,19,30,19,27,30,31,37,40
9/22/2012,18-03-01-41-31-19,18,3,1,41,31,19,1,3,18,19,31,41
9/25/2012,20-06-30-25-36-32,20,6,30,25,36,32,6,20,25,30,32,36
9/27/2012,19-05-41-30-03-35,19,5,41,30,3,35,3,5,19,30,35,41
9/29/2012,21-15-10-04-23-09,21,15,10,4,23,9,4,9,10,15,21,23
10/2/2012,26-37-41-32-12-06,26,37,41,32,12,6,6,12,26,32,37,41
10/4/2012,09-37-33-04-01-08,9,37,33,4,1,8,1,4,8,9,33,37
10/6/2012,40-20-11-26-33-16,40,20,11,26,33,16,11,16,20,26,33,40
10/9/2012,19-38-34-30-13-25,19,38,34,30,13,25,13,19,25,30,34,38
10/11/2012,18-23-19-36-39-15,18,23,19,36,39,15,15,18,19,23,36,39
10/13/2012,08-03-29-10-06-36,8,3,29,10,6,36,3,6,8,10,29,36
10/16/2012,13-10-39-29-19-05,13,10,39,29,19,5,5,10,13,19,29,39
10/18/2012,12-22-11-28-05-21,12,22,11,28,5,21,5,11,12,21,22,28
10/20/2012,19-38-26-15-12-07,19,38,26,15,12,7,7,12,15,19,26,38
10/23/2012,02-07-28-39-11-36,2,7,28,39,11,36,2,7,11,28,36,39
10/25/2012,02-18-11-09-17-33,2,18,11,9,17,33,2,9,11,17,18,33
10/27/2012,29-26-18-07-11-41,29,26,18,7,11,41,7,11,18,26,29,41
